id,brand_id,name,name_en,category,sub_category,equipment_type,pulley_ratio,bar_weight,bar_weight_unit,has_weight_assist,min_stack,max_stack,stack_weight,stack_unit,image_url
0b90c575-35a4-4e8c-af92-56873b895d50,2eec52b6-35a4-57ee-8591-72283071f9e3,Triceps Machine,,arms,triceps,machine,1.0,,,false,5.0,100.0,"{""value"": 5.0}",kg,https://www.panattasport.com/wp-content/uploads/2026/04/1FT053.webp
8d17772a-72cd-480a-ac24-9a578d462d88,2eec52b6-35a4-57ee-8591-72283071f9e3,2-Station Multi Gym,,arms,triceps,machine,1.0,,,false,5.0,80.0,"{""value"": 5.0}",kg,https://www.panattasport.com/wp-content/uploads/2023/02/1MTH127-jpg.webp
22523f1a-dfbf-482f-8247-196e1f894688,2eec52b6-35a4-57ee-8591-72283071f9e3,Horizontal Adjustable leg press,,legs,quads,machine,1.0,,,false,10.0,200.0,"{""value"": 10.0}",kg,https://www.panattasport.com/wp-content/uploads/2023/03/1mth085-1-jpg-webp.webp
a10ba94c-8406-4a24-b2ba-4b4a4e3dc580,2eec52b6-35a4-57ee-8591-72283071f9e3,Leg Extension,,legs,quads,machine,1.0,,,false,5.0,80.0,"{""value"": 5.0}",kg,https://www.panattasport.com/wp-content/uploads/2023/03/1mth081-jpg-webp.webp
df067c60-2308-4fde-b89c-f23caa796db7,2eec52b6-35a4-57ee-8591-72283071f9e3,Hack Squat,,legs,quads,machine,1.0,40.0,kg,false,0.0,310.0,"{""value"": 5.0}",kg,https://www.panattasport.com/wp-content/uploads/2026/04/1FO087-1.webp
b036a564-a3ef-4cf9-b2ba-33a633ec2b94,2eec52b6-35a4-57ee-8591-72283071f9e3,Pendulum squat,,legs,quads,machine,1.0,25.0,kg,false,0.0,220.0,"{""value"": 5.0}",kg,https://www.panattasport.com/wp-content/uploads/2024/07/1fO080-1-jpg.webp
f6fe186b-bff6-40ee-9672-23abbe856b6d,2eec52b6-35a4-57ee-8591-72283071f9e3,Smith machine,,legs,quads,barbell,1.0,15.0,kg,false,0.0,300.0,"{""value"": 5.0}",kg,https://www.panattasport.com/wp-content/uploads/2023/03/1sc113a-jpg-webp.webp
0375f89d-ad2e-42bc-a2c7-3a4482e0ffbc,2eec52b6-35a4-57ee-8591-72283071f9e3,Leg Curl,,legs,hamstrings,machine,1.0,,,false,5.0,50.0,"{""value"": 5.0}",kg,https://www.panattasport.com/wp-content/uploads/2023/03/1sc082-2-jpg-webp.webp
7331485c-c1c0-4798-b157-b1cac104f378,2eec52b6-35a4-57ee-8591-72283071f9e3,Seated Leg Curl,,legs,hamstrings,machine,1.0,,,false,5.0,50.0,"{""value"": 5.0}",kg,https://www.panattasport.com/wp-content/uploads/2023/03/1sc083-2-jpg-webp.webp
c33f7772-e9ec-485b-8f23-5378f504d995,2eec52b6-35a4-57ee-8591-72283071f9e3,Abdominal Crunch,,core,abs,machine,1.0,,,false,5.0,50.0,"{""value"": 5.0}",kg,https://www.panattasport.com/wp-content/uploads/2023/03/1mth067-jpg-webp.webp
1cf084a3-bc08-4875-9163-4e6aeee6a055,2eec52b6-35a4-57ee-8591-72283071f9e3,Oblique,,core,abs,machine,1.0,,,false,5.0,50.0,"{""value"": 5.0}",kg,https://www.panattasport.com/wp-content/uploads/2023/03/1mth067-jpg-webp.webp
