exercise_name,muscle_slug,role
Dumbbell Reverse Fly,trapezius,secondary
Dumbbell Reverse Fly,rhomboids,secondary
Dumbbell Reverse Grip Biceps Curl,biceps_brachii,primary
Dumbbell Reverse Grip Biceps Curl,forearms,secondary
Dumbbell Reverse Grip Incline Bench One Arm Row,trapezius,primary
Dumbbell Reverse Grip Incline Bench One Arm Row,biceps_brachii,secondary
Dumbbell Reverse Grip Incline Bench One Arm Row,posterior_deltoid,secondary
Dumbbell Reverse Grip Incline Bench Two Arm Row,trapezius,primary
Dumbbell Reverse Grip Incline Bench Two Arm Row,biceps_brachii,secondary
Dumbbell Reverse Grip Incline Bench Two Arm Row,forearms,secondary
Dumbbell Reverse Grip Row (female),trapezius,primary
Dumbbell Reverse Grip Row (female),biceps_brachii,secondary
Dumbbell Reverse Grip Row (female),forearms,secondary
Dumbbell Reverse Preacher Curl,biceps_brachii,primary
Dumbbell Reverse Preacher Curl,forearms,secondary
Dumbbell Reverse Spider Curl,biceps_brachii,primary
Dumbbell Reverse Spider Curl,forearms,secondary
Dumbbell Reverse Wrist Curl,forearms,primary
Dumbbell Reverse Wrist Curl,biceps_brachii,secondary
Dumbbell Reverse Wrist Curl,brachialis,secondary
Dumbbell Romanian Deadlift,gluteus_maximus,primary
Dumbbell Romanian Deadlift,hamstrings,secondary
Dumbbell Romanian Deadlift,erector_spinae,secondary
Dumbbell Rotation Reverse Fly,posterior_deltoid,primary
Dumbbell Rotation Reverse Fly,trapezius,secondary
Dumbbell Rotation Reverse Fly,rhomboids,secondary
Dumbbell Scott Press,anterior_deltoid,primary
Dumbbell Scott Press,triceps_brachii,secondary
Dumbbell Scott Press,pectoralis_major,secondary
Dumbbell Seated Alternate Front Raise,anterior_deltoid,primary
Dumbbell Seated Alternate Front Raise,trapezius,secondary
Dumbbell Seated Alternate Front Raise,biceps_brachii,secondary
Dumbbell Seated Alternate Hammer Curl On Exercise Ball,biceps_brachii,primary
Dumbbell Seated Alternate Hammer Curl On Exercise Ball,forearms,secondary
Dumbbell Seated Alternate Press,anterior_deltoid,primary
Dumbbell Seated Alternate Press,triceps_brachii,secondary
Dumbbell Seated Alternate Press,pectoralis_major,secondary
Dumbbell Seated Alternate Shoulder,lateral_deltoid,primary
Dumbbell Seated Alternate Shoulder,triceps_brachii,secondary
Dumbbell Seated Alternate Shoulder,trapezius,secondary
Dumbbell Seated Bench Extension,triceps_brachii,primary
Dumbbell Seated Bench Extension,anterior_deltoid,secondary
Dumbbell Seated Bent Arm Lateral Raise,posterior_deltoid,primary
Dumbbell Seated Bent Arm Lateral Raise,trapezius,secondary
Dumbbell Seated Bent Arm Lateral Raise,rhomboids,secondary
Dumbbell Seated Bent Over Alternate Kickback,triceps_brachii,primary
Dumbbell Seated Bent Over Alternate Kickback,posterior_deltoid,secondary
Dumbbell Seated Bent Over Alternate Kickback,latissimus_dorsi,secondary
Dumbbell Seated Bent Over Triceps Extension,triceps_brachii,primary
Dumbbell Seated Bent Over Triceps Extension,posterior_deltoid,secondary
Dumbbell Seated Bent Over Triceps Extension,latissimus_dorsi,secondary
Dumbbell Seated Bicep Curl,biceps_brachii,primary
Dumbbell Seated Bicep Curl,forearms,secondary
Dumbbell Seated Biceps Curl (on Stability Ball),biceps_brachii,primary
Dumbbell Seated Biceps Curl (on Stability Ball),forearms,secondary
Dumbbell Seated Biceps Curl To Shoulder Press,biceps_brachii,primary
Dumbbell Seated Biceps Curl To Shoulder Press,anterior_deltoid,secondary
Dumbbell Seated Calf Raise,calves,primary
Dumbbell Seated Calf Raise,hamstrings,secondary
Dumbbell Seated Curl,biceps_brachii,primary
Dumbbell Seated Curl,forearms,secondary
Dumbbell Seated Front Raise,anterior_deltoid,primary
Dumbbell Seated Front Raise,trapezius,secondary
Dumbbell Seated Front Raise,biceps_brachii,secondary
Dumbbell Seated Hammer Curl,biceps_brachii,primary
Dumbbell Seated Hammer Curl,forearms,secondary
Dumbbell Seated Inner Biceps Curl,biceps_brachii,primary
Dumbbell Seated Inner Biceps Curl,forearms,secondary
Dumbbell Seated Kickback,triceps_brachii,primary
Dumbbell Seated Kickback,lateral_deltoid,secondary
Dumbbell Seated Lateral Raise,lateral_deltoid,primary
Dumbbell Seated Lateral Raise,trapezius,secondary
Dumbbell Seated Lateral Raise V. 2,lateral_deltoid,primary
Dumbbell Seated Lateral Raise V. 2,trapezius,secondary
Dumbbell Seated Lateral Raise V. 2,triceps_brachii,secondary
Dumbbell Seated Neutral Wrist Curl,biceps_brachii,primary
Dumbbell Seated Neutral Wrist Curl,forearms,secondary
Dumbbell Seated One Arm Bicep Curl On Exercise Ball With Leg Raised,biceps_brachii,primary
Dumbbell Seated One Arm Bicep Curl On Exercise Ball With Leg Raised,forearms,secondary
Dumbbell Seated One Arm Bicep Curl On Exercise Ball With Leg Raised,lateral_deltoid,secondary
Dumbbell Seated One Arm Kickback,triceps_brachii,primary
Dumbbell Seated One Arm Kickback,lateral_deltoid,secondary
Dumbbell Seated One Arm Rotate,forearms,primary
Dumbbell Seated One Arm Rotate,lateral_deltoid,secondary
Dumbbell Seated One Arm Rotate,biceps_brachii,secondary
Dumbbell Seated One Leg Calf Raise,calves,primary
Dumbbell Seated One Leg Calf Raise,hamstrings,secondary
Dumbbell Seated One Leg Calf Raise,gluteus_maximus,secondary
Dumbbell Seated One Leg Calf Raise - Hammer Grip,calves,primary
Dumbbell Seated One Leg Calf Raise - Hammer Grip,hamstrings,secondary
Dumbbell Seated One Leg Calf Raise - Hammer Grip,gluteus_maximus,secondary
Dumbbell Seated One Leg Calf Raise - Palm Up,calves,primary
Dumbbell Seated One Leg Calf Raise - Palm Up,hamstrings,secondary
Dumbbell Seated One Leg Calf Raise - Palm Up,gluteus_maximus,secondary
Dumbbell Seated Palms Up Wrist Curl,forearms,primary
Dumbbell Seated Palms Up Wrist Curl,biceps_brachii,secondary
Dumbbell Seated Palms Up Wrist Curl,lateral_deltoid,secondary
Dumbbell Seated Preacher Curl,biceps_brachii,primary
Dumbbell Seated Preacher Curl,forearms,secondary
Dumbbell Seated Reverse Grip Concentration Curl,biceps_brachii,primary
Dumbbell Seated Reverse Grip Concentration Curl,forearms,secondary
Dumbbell Seated Reverse Grip One Arm Overhead Tricep Extension,triceps_brachii,primary
Dumbbell Seated Reverse Grip One Arm Overhead Tricep Extension,posterior_deltoid,secondary
Dumbbell Seated Shoulder Press,anterior_deltoid,primary
Dumbbell Seated Shoulder Press,triceps_brachii,secondary
Dumbbell Seated Shoulder Press,trapezius,secondary
Dumbbell Seated Shoulder Press (parallel Grip),anterior_deltoid,primary
Dumbbell Seated Shoulder Press (parallel Grip),triceps_brachii,secondary
Dumbbell Seated Shoulder Press (parallel Grip),trapezius,secondary
Dumbbell Seated Triceps Extension,triceps_brachii,primary
Dumbbell Seated Triceps Extension,lateral_deltoid,secondary
Dumbbell Side Bend,rectus_abdominis,primary
Dumbbell Side Bend,obliques,secondary
Dumbbell Side Lying One Hand Raise,lateral_deltoid,primary
Dumbbell Side Lying One Hand Raise,trapezius,secondary
Dumbbell Side Lying One Hand Raise,rhomboids,secondary
Dumbbell Side Plank With Rear Fly,trapezius,primary
Dumbbell Side Plank With Rear Fly,posterior_deltoid,secondary
Dumbbell Side Plank With Rear Fly,rectus_abdominis,secondary
Dumbbell Single Arm Overhead Carry,anterior_deltoid,primary
Dumbbell Single Arm Overhead Carry,trapezius,secondary
Dumbbell Single Arm Overhead Carry,rectus_abdominis,secondary
Dumbbell Single Leg Calf Raise,calves,primary
Dumbbell Single Leg Deadlift,gluteus_maximus,primary
Dumbbell Single Leg Deadlift,hamstrings,secondary
Dumbbell Single Leg Deadlift,erector_spinae,secondary
Dumbbell Single Leg Deadlift With Stepbox Support,gluteus_maximus,primary
Dumbbell Single Leg Deadlift With Stepbox Support,hamstrings,secondary
Dumbbell Single Leg Deadlift With Stepbox Support,erector_spinae,secondary
Dumbbell Single Leg Split Squat,quadriceps,primary
Dumbbell Single Leg Split Squat,gluteus_maximus,secondary
Dumbbell Single Leg Split Squat,hamstrings,secondary
Dumbbell Single Leg Split Squat,calves,secondary
Dumbbell Single Leg Squat,gluteus_maximus,primary
Dumbbell Single Leg Squat,quadriceps,secondary
Dumbbell Single Leg Squat,hamstrings,secondary
Dumbbell Single Leg Squat,calves,secondary
Dumbbell Squat,gluteus_maximus,primary
Dumbbell Squat,quadriceps,secondary
Dumbbell Squat,hamstrings,secondary
Dumbbell Squat,calves,secondary
Dumbbell Standing Alternate Hammer Curl And Press,biceps_brachii,primary
Dumbbell Standing Alternate Hammer Curl And Press,forearms,secondary
Dumbbell Standing Alternate Hammer Curl And Press,anterior_deltoid,secondary
Dumbbell Standing Alternate Overhead Press,anterior_deltoid,primary
Dumbbell Standing Alternate Overhead Press,triceps_brachii,secondary
Dumbbell Standing Alternate Overhead Press,rectus_abdominis,secondary
Dumbbell Standing Alternate Raise,lateral_deltoid,primary
Dumbbell Standing Alternate Raise,trapezius,secondary
Dumbbell Standing Alternate Raise,forearms,secondary
Dumbbell Standing Alternating Tricep Kickback,triceps_brachii,primary
Dumbbell Standing Alternating Tricep Kickback,lateral_deltoid,secondary
Dumbbell Standing Around World,lateral_deltoid,primary
Dumbbell Standing Around World,triceps_brachii,secondary
Dumbbell Standing Around World,forearms,secondary
Dumbbell Standing Bent Over One Arm Triceps Extension,triceps_brachii,primary
Dumbbell Standing Bent Over One Arm Triceps Extension,posterior_deltoid,secondary
Dumbbell Standing Bent Over One Arm Triceps Extension,latissimus_dorsi,secondary
Dumbbell Standing Bent Over Two Arm Triceps Extension,triceps_brachii,primary
Dumbbell Standing Bent Over Two Arm Triceps Extension,posterior_deltoid,secondary
Dumbbell Standing Bent Over Two Arm Triceps Extension,latissimus_dorsi,secondary
Dumbbell Standing Biceps Curl,biceps_brachii,primary
Dumbbell Standing Biceps Curl,forearms,secondary
Dumbbell Standing Calf Raise,calves,primary
Dumbbell Standing Concentration Curl,biceps_brachii,primary
Dumbbell Standing Concentration Curl,forearms,secondary
Dumbbell Standing Front Raise Above Head,anterior_deltoid,primary
Dumbbell Standing Front Raise Above Head,trapezius,secondary
Dumbbell Standing Front Raise Above Head,biceps_brachii,secondary
Dumbbell Standing Inner Biceps Curl V. 2,biceps_brachii,primary
Dumbbell Standing Inner Biceps Curl V. 2,forearms,secondary
Dumbbell Standing Kickback,triceps_brachii,primary
Dumbbell Standing Kickback,lateral_deltoid,secondary
Dumbbell Standing One Arm Concentration Curl,biceps_brachii,primary
Dumbbell Standing One Arm Concentration Curl,forearms,secondary
Dumbbell Standing One Arm Curl (over Incline Bench),biceps_brachii,primary
Dumbbell Standing One Arm Curl (over Incline Bench),forearms,secondary
Dumbbell Standing One Arm Curl Over Incline Bench,biceps_brachii,primary
Dumbbell Standing One Arm Curl Over Incline Bench,forearms,secondary
Dumbbell Standing One Arm Extension,triceps_brachii,primary
Dumbbell Standing One Arm Extension,lateral_deltoid,secondary
Dumbbell Standing One Arm Palm In Press,anterior_deltoid,primary
Dumbbell Standing One Arm Palm In Press,triceps_brachii,secondary
Dumbbell Standing One Arm Palm In Press,rectus_abdominis,secondary
Dumbbell Standing One Arm Reverse Curl,biceps_brachii,primary
Dumbbell Standing One Arm Reverse Curl,forearms,secondary
Dumbbell Standing Overhead Press,anterior_deltoid,primary
Dumbbell Standing Overhead Press,triceps_brachii,secondary
Dumbbell Standing Overhead Press,trapezius,secondary
Dumbbell Standing Palms In Press,anterior_deltoid,primary
Dumbbell Standing Palms In Press,triceps_brachii,secondary
Dumbbell Standing Palms In Press,pectoralis_major,secondary
Dumbbell Standing Preacher Curl,biceps_brachii,primary
Dumbbell Standing Preacher Curl,forearms,secondary
Dumbbell Standing Reverse Curl,biceps_brachii,primary
Dumbbell Standing Reverse Curl,forearms,secondary
Dumbbell Standing Triceps Extension,triceps_brachii,primary
Dumbbell Standing Triceps Extension,lateral_deltoid,secondary
Dumbbell Standing Zottman Preacher Curl,biceps_brachii,primary
Dumbbell Standing Zottman Preacher Curl,forearms,secondary
Dumbbell Step Up Single Leg Balance With Bicep Curl,biceps_brachii,primary
Dumbbell Step Up Single Leg Balance With Bicep Curl,quadriceps,secondary
Dumbbell Step Up Single Leg Balance With Bicep Curl,gluteus_maximus,secondary
Dumbbell Step Up Single Leg Balance With Bicep Curl,hamstrings,secondary
Dumbbell Step-up,gluteus_maximus,primary
Dumbbell Step-up,quadriceps,secondary
Dumbbell Step-up,hamstrings,secondary
Dumbbell Step-up,calves,secondary
Dumbbell Step-up Lunge,quadriceps,primary
Dumbbell Step-up Lunge,gluteus_maximus,secondary
Dumbbell Step-up Lunge,hamstrings,secondary
Dumbbell Step-up Lunge,calves,secondary
Dumbbell Step-up Split Squat,quadriceps,primary
Dumbbell Step-up Split Squat,gluteus_maximus,secondary
Dumbbell Step-up Split Squat,hamstrings,secondary
Dumbbell Step-up Split Squat,calves,secondary
Dumbbell Stiff Leg Deadlift,gluteus_maximus,primary
Dumbbell Stiff Leg Deadlift,hamstrings,secondary
Dumbbell Stiff Leg Deadlift,erector_spinae,secondary
Dumbbell Straight Arm Pullover,pectoralis_major,primary
Dumbbell Straight Arm Pullover,latissimus_dorsi,secondary
Dumbbell Straight Arm Pullover,triceps_brachii,secondary
Dumbbell Straight Leg Deadlift,gluteus_maximus,primary
Dumbbell Straight Leg Deadlift,hamstrings,secondary
Dumbbell Straight Leg Deadlift,erector_spinae,secondary
Dumbbell Sumo Pull Through,gluteus_maximus,primary
Dumbbell Sumo Pull Through,hamstrings,secondary
Dumbbell Sumo Pull Through,quadriceps,secondary
Dumbbell Sumo Pull Through,rectus_abdominis,secondary
Dumbbell Supported Squat,quadriceps,primary
Dumbbell Supported Squat,gluteus_maximus,secondary
Dumbbell Supported Squat,hamstrings,secondary
Dumbbell Supported Squat,calves,secondary
Dumbbell Tate Press,triceps_brachii,primary
Dumbbell Tate Press,anterior_deltoid,secondary
Dumbbell Tricep Kickback With Stork Stance,triceps_brachii,primary
Dumbbell Tricep Kickback With Stork Stance,lateral_deltoid,secondary
Dumbbell Twisting Bench Press,triceps_brachii,primary
Dumbbell Twisting Bench Press,pectoralis_major,secondary
Dumbbell Twisting Bench Press,anterior_deltoid,secondary
Dumbbell Upright Row,lateral_deltoid,primary
Dumbbell Upright Row,trapezius,secondary
Dumbbell Upright Row,biceps_brachii,secondary
Dumbbell Upright Row (back Pov),lateral_deltoid,primary
Dumbbell Upright Row (back Pov),trapezius,secondary
Dumbbell Upright Row (back Pov),biceps_brachii,secondary
Dumbbell Upright Shoulder External Rotation,lateral_deltoid,primary
Dumbbell Upright Shoulder External Rotation,rotator_cuff,secondary
Dumbbell Upright Shoulder External Rotation,trapezius,secondary
Dumbbell W-press,anterior_deltoid,primary
Dumbbell W-press,triceps_brachii,secondary
Dumbbell W-press,pectoralis_major,secondary
Dumbbell Waiter Biceps Curl,biceps_brachii,primary
Dumbbell Waiter Biceps Curl,forearms,secondary
Dumbbell Waiter Biceps Curl,lateral_deltoid,secondary
Dumbbell Zottman Curl,biceps_brachii,primary
Dumbbell Zottman Curl,forearms,secondary
Dumbbell Zottman Preacher Curl,biceps_brachii,primary
Dumbbell Zottman Preacher Curl,forearms,secondary
Dumbbells Seated Triceps Extension,triceps_brachii,primary
Dumbbells Seated Triceps Extension,lateral_deltoid,secondary
Dynamic Chest Stretch (male),pectoralis_major,primary
Dynamic Chest Stretch (male),anterior_deltoid,secondary
Dynamic Chest Stretch (male),triceps_brachii,secondary
Elbow Dips,triceps_brachii,primary
Elbow Dips,pectoralis_major,secondary
Elbow Dips,anterior_deltoid,secondary
Elbow Lift - Reverse Push-up,trapezius,primary
Elbow Lift - Reverse Push-up,triceps_brachii,secondary
Elbow Lift - Reverse Push-up,posterior_deltoid,secondary
Elbow-to-knee,rectus_abdominis,primary
Elbow-to-knee,obliques,secondary
Elevator,trapezius,primary
Elevator,lateral_deltoid,secondary
Exercise Ball Alternating Arm Ups,latissimus_dorsi,primary
Exercise Ball Alternating Arm Ups,lateral_deltoid,secondary
Exercise Ball Alternating Arm Ups,rectus_abdominis,secondary
Exercise Ball Back Extension With Arms Extended,erector_spinae,primary
Exercise Ball Back Extension With Arms Extended,gluteus_maximus,secondary
Exercise Ball Back Extension With Arms Extended,hamstrings,secondary
Exercise Ball Back Extension With Hands Behind Head,erector_spinae,primary
Exercise Ball Back Extension With Hands Behind Head,gluteus_maximus,secondary
Exercise Ball Back Extension With Hands Behind Head,hamstrings,secondary
Exercise Ball Back Extension With Knees Off Ground,erector_spinae,primary
Exercise Ball Back Extension With Knees Off Ground,gluteus_maximus,secondary
Exercise Ball Back Extension With Knees Off Ground,hamstrings,secondary
Exercise Ball Back Extension With Rotation,erector_spinae,primary
Exercise Ball Back Extension With Rotation,gluteus_maximus,secondary
Exercise Ball Back Extension With Rotation,hamstrings,secondary
Exercise Ball Dip,triceps_brachii,primary
Exercise Ball Dip,pectoralis_major,secondary
Exercise Ball Dip,anterior_deltoid,secondary
Exercise Ball Hip Flexor Stretch,gluteus_maximus,primary
Exercise Ball Hip Flexor Stretch,quadriceps,secondary
Exercise Ball Hip Flexor Stretch,hamstrings,secondary
Exercise Ball Hug,erector_spinae,primary
Exercise Ball Hug,lateral_deltoid,secondary
Exercise Ball Hug,pectoralis_major,secondary
Exercise Ball Lat Stretch,latissimus_dorsi,primary
Exercise Ball Lat Stretch,lateral_deltoid,secondary
Exercise Ball Lat Stretch,triceps_brachii,secondary
Exercise Ball Lower Back Stretch (pyramid),latissimus_dorsi,primary
Exercise Ball Lower Back Stretch (pyramid),gluteus_maximus,secondary
Exercise Ball Lower Back Stretch (pyramid),hamstrings,secondary
Exercise Ball Lying Side Lat Stretch,latissimus_dorsi,primary
Exercise Ball Lying Side Lat Stretch,lateral_deltoid,secondary
Exercise Ball Lying Side Lat Stretch,triceps_brachii,secondary
Exercise Ball On The Wall Calf Raise,calves,primary
Exercise Ball On The Wall Calf Raise,hamstrings,secondary
Exercise Ball On The Wall Calf Raise,quadriceps,secondary
Exercise Ball On The Wall Calf Raise (tennis Ball Between Ankles),calves,primary
Exercise Ball On The Wall Calf Raise (tennis Ball Between Ankles),hamstrings,secondary
Exercise Ball On The Wall Calf Raise (tennis Ball Between Ankles),quadriceps,secondary
Exercise Ball On The Wall Calf Raise (tennis Ball Between Knees),calves,primary
Exercise Ball On The Wall Calf Raise (tennis Ball Between Knees),quadriceps,secondary
Exercise Ball On The Wall Calf Raise (tennis Ball Between Knees),hamstrings,secondary
Exercise Ball One Leg Prone Lower Body Rotation,gluteus_maximus,primary
Exercise Ball One Leg Prone Lower Body Rotation,hamstrings,secondary
Exercise Ball One Leg Prone Lower Body Rotation,quadriceps,secondary
Exercise Ball One Leg Prone Lower Body Rotation,rectus_abdominis,secondary
Exercise Ball One Legged Diagonal Kick Hamstring Curl,gluteus_maximus,primary
Exercise Ball One Legged Diagonal Kick Hamstring Curl,hamstrings,secondary
Exercise Ball One Legged Diagonal Kick Hamstring Curl,calves,secondary
Exercise Ball Pike Push Up,pectoralis_major,primary
Exercise Ball Pike Push Up,anterior_deltoid,secondary
Exercise Ball Pike Push Up,triceps_brachii,secondary
Exercise Ball Pike Push Up,rectus_abdominis,secondary
Exercise Ball Prone Leg Raise,erector_spinae,primary
Exercise Ball Prone Leg Raise,rectus_abdominis,secondary
Exercise Ball Prone Leg Raise,gluteus_maximus,secondary
Exercise Ball Seated Hamstring Stretch,hamstrings,primary
Exercise Ball Seated Hamstring Stretch,gluteus_maximus,secondary
Exercise Ball Seated Hamstring Stretch,erector_spinae,secondary
Exercise Ball Seated Triceps Stretch,triceps_brachii,primary
Exercise Ball Seated Triceps Stretch,lateral_deltoid,secondary
Exercise Ball Supine Triceps Extension,triceps_brachii,primary
Exercise Ball Supine Triceps Extension,lateral_deltoid,secondary
Ez Bar French Press On Exercise Ball,triceps_brachii,primary
Ez Bar French Press On Exercise Ball,anterior_deltoid,secondary
Ez Bar Lying Bent Arms Pullover,latissimus_dorsi,primary
Ez Bar Lying Bent Arms Pullover,triceps_brachii,secondary
Ez Bar Lying Bent Arms Pullover,pectoralis_major,secondary
Ez Bar Lying Close Grip Triceps Extension Behind Head,triceps_brachii,primary
Ez Bar Lying Close Grip Triceps Extension Behind Head,lateral_deltoid,secondary
Ez Bar Reverse Grip Bent Over Row,trapezius,primary
Ez Bar Reverse Grip Bent Over Row,biceps_brachii,secondary
Ez Bar Reverse Grip Bent Over Row,forearms,secondary
Ez Bar Seated Close Grip Concentration Curl,biceps_brachii,primary
Ez Bar Seated Close Grip Concentration Curl,forearms,secondary
Ez Bar Standing French Press,triceps_brachii,primary
Ez Bar Standing French Press,anterior_deltoid,secondary
Ez Barbell Anti Gravity Press,anterior_deltoid,primary
Ez Barbell Anti Gravity Press,triceps_brachii,secondary
Ez Barbell Anti Gravity Press,pectoralis_major,secondary
Ez Barbell Close Grip Preacher Curl,biceps_brachii,primary
Ez Barbell Close Grip Preacher Curl,forearms,secondary
Ez Barbell Close-grip Curl,biceps_brachii,primary
Ez Barbell Close-grip Curl,forearms,secondary
Ez Barbell Curl,biceps_brachii,primary
Ez Barbell Curl,forearms,secondary
Ez Barbell Decline Close Grip Face Press,triceps_brachii,primary
Ez Barbell Decline Close Grip Face Press,pectoralis_major,secondary
Ez Barbell Decline Close Grip Face Press,anterior_deltoid,secondary
Ez Barbell Decline Triceps Extension,triceps_brachii,primary
Ez Barbell Decline Triceps Extension,lateral_deltoid,secondary
Ez Barbell Incline Triceps Extension,triceps_brachii,primary
Ez Barbell Incline Triceps Extension,lateral_deltoid,secondary
Ez Barbell Jm Bench Press,triceps_brachii,primary
Ez Barbell Jm Bench Press,pectoralis_major,secondary
Ez Barbell Jm Bench Press,anterior_deltoid,secondary
Ez Barbell Reverse Grip Curl,biceps_brachii,primary
Ez Barbell Reverse Grip Curl,forearms,secondary
Ez Barbell Reverse Grip Preacher Curl,biceps_brachii,primary
Ez Barbell Reverse Grip Preacher Curl,forearms,secondary
Ez Barbell Seated Curls,biceps_brachii,primary
Ez Barbell Seated Curls,forearms,secondary
Ez Barbell Seated Triceps Extension,triceps_brachii,primary
Ez Barbell Seated Triceps Extension,lateral_deltoid,secondary
Ez Barbell Spider Curl,biceps_brachii,primary
Ez Barbell Spider Curl,forearms,secondary
Ez-bar Biceps Curl (with Arm Blaster),biceps_brachii,primary
Ez-bar Biceps Curl (with Arm Blaster),forearms,secondary
Ez-bar Close-grip Bench Press,triceps_brachii,primary
Ez-bar Close-grip Bench Press,pectoralis_major,secondary
Ez-bar Close-grip Bench Press,anterior_deltoid,secondary
Ez-barbell Standing Wide Grip Biceps Curl,biceps_brachii,primary
Ez-barbell Standing Wide Grip Biceps Curl,forearms,secondary
Farmers Walk,quadriceps,primary
Farmers Walk,calves,secondary
Farmers Walk,forearms,secondary
Farmers Walk,rectus_abdominis,secondary
Finger Curls,forearms,primary
Flag,rectus_abdominis,primary
Flag,obliques,secondary
Flag,lateral_deltoid,secondary
Flexion Leg Sit Up (bent Knee),rectus_abdominis,primary
Flexion Leg Sit Up (bent Knee),hip_flexors,secondary
Flexion Leg Sit Up (straight Arm),rectus_abdominis,primary
Flexion Leg Sit Up (straight Arm),hip_flexors,secondary
Flexion Leg Sit Up (straight Arm),quadriceps,secondary
Floor Fly (with Barbell),pectoralis_major,primary
Floor Fly (with Barbell),lateral_deltoid,secondary
Floor Fly (with Barbell),triceps_brachii,secondary
Flutter Kicks,gluteus_maximus,primary
Flutter Kicks,hip_flexors,secondary
Flutter Kicks,rectus_abdominis,secondary
Forward Jump,quadriceps,primary
Forward Jump,calves,secondary
Forward Jump,hamstrings,secondary
Forward Jump,gluteus_maximus,secondary
Forward Lunge (male),gluteus_maximus,primary
Forward Lunge (male),quadriceps,secondary
Forward Lunge (male),hamstrings,secondary
Forward Lunge (male),calves,secondary
Frankenstein Squat,gluteus_maximus,primary
Frankenstein Squat,quadriceps,secondary
Frankenstein Squat,hamstrings,secondary
Frankenstein Squat,calves,secondary
Frog Crunch,rectus_abdominis,primary
Frog Crunch,hip_flexors,secondary
Frog Planche,rectus_abdominis,primary
Frog Planche,lateral_deltoid,secondary
Frog Planche,pectoralis_major,secondary
Frog Planche,triceps_brachii,secondary
Front Lever,rectus_abdominis,primary
Front Lever,latissimus_dorsi,secondary
Front Lever,anterior_deltoid,secondary
Front Lever,forearms,secondary
Front Lever Reps,trapezius,primary
Front Lever Reps,rectus_abdominis,secondary
Front Lever Reps,anterior_deltoid,secondary
Front Plank With Twist,rectus_abdominis,primary
Front Plank With Twist,obliques,secondary
Front Plank With Twist,anterior_deltoid,secondary
Full Maltese,rectus_abdominis,primary
Full Maltese,lateral_deltoid,secondary
Full Maltese,pectoralis_major,secondary
Full Planche,rectus_abdominis,primary
Full Planche,lateral_deltoid,secondary
Full Planche,pectoralis_major,secondary
Full Planche,triceps_brachii,secondary
Full Planche Push-up,pectoralis_major,primary
Full Planche Push-up,anterior_deltoid,secondary
Full Planche Push-up,triceps_brachii,secondary
Full Planche Push-up,rectus_abdominis,secondary
Gironda Sternum Chin,latissimus_dorsi,primary
Gironda Sternum Chin,biceps_brachii,secondary
Gironda Sternum Chin,rhomboids,secondary
Gironda Sternum Chin,posterior_deltoid,secondary
Glute Bridge March,gluteus_maximus,primary
Glute Bridge March,hamstrings,secondary
Glute Bridge March,quadriceps,secondary
Glute Bridge Two Legs On Bench (male),gluteus_maximus,primary
Glute Bridge Two Legs On Bench (male),hamstrings,secondary
Glute Bridge Two Legs On Bench (male),rectus_abdominis,secondary
Glute-ham Raise,hamstrings,primary
Glute-ham Raise,gluteus_maximus,secondary
Glute-ham Raise,erector_spinae,secondary
Gorilla Chin,rectus_abdominis,primary
Gorilla Chin,forearms,secondary
Gorilla Chin,biceps_brachii,secondary
Groin Crunch,rectus_abdominis,primary
Groin Crunch,hip_flexors,secondary
Groin Crunch,adductors,secondary
Hack Calf Raise,calves,primary
Hack Calf Raise,hamstrings,secondary
Hack Calf Raise,gluteus_maximus,secondary
Hack One Leg Calf Raise,calves,primary
Hack One Leg Calf Raise,hamstrings,secondary
Hack One Leg Calf Raise,gluteus_maximus,secondary
Half Sit-up (male),rectus_abdominis,primary
Half Sit-up (male),hip_flexors,secondary
Hamstring Stretch,hamstrings,primary
Hamstring Stretch,gluteus_maximus,secondary
Hands Bike,pectoralis_major,primary
Hands Bike,triceps_brachii,secondary
Hands Bike,lateral_deltoid,secondary
Hands Clasped Circular Toe Touch (male),gluteus_maximus,primary
Hands Clasped Circular Toe Touch (male),hamstrings,secondary
Hands Clasped Circular Toe Touch (male),quadriceps,secondary
Hands Clasped Circular Toe Touch (male),calves,secondary
Hands Reversed Clasped Circular Toe Touch (male),gluteus_maximus,primary
Hands Reversed Clasped Circular Toe Touch (male),hamstrings,secondary
Hands Reversed Clasped Circular Toe Touch (male),quadriceps,secondary
Hands Reversed Clasped Circular Toe Touch (male),calves,secondary
Handstand,triceps_brachii,primary
Handstand,lateral_deltoid,secondary
Handstand,rectus_abdominis,secondary
Handstand Push-up,triceps_brachii,primary
Handstand Push-up,anterior_deltoid,secondary
Handstand Push-up,pectoralis_major,secondary
Handstand Push-up,rectus_abdominis,secondary
Hanging Leg Hip Raise,rectus_abdominis,primary
Hanging Leg Hip Raise,hip_flexors,secondary
Hanging Leg Hip Raise,erector_spinae,secondary
Hanging Leg Raise,rectus_abdominis,primary
Hanging Leg Raise,hip_flexors,secondary
Hanging Oblique Knee Raise,rectus_abdominis,primary
Hanging Oblique Knee Raise,obliques,secondary
Hanging Pike,rectus_abdominis,primary
Hanging Pike,hip_flexors,secondary
Hanging Pike,lateral_deltoid,secondary
Hanging Straight Leg Hip Raise,rectus_abdominis,primary
Hanging Straight Leg Hip Raise,hip_flexors,secondary
