exercise_name,muscle_slug,role
Cable Lying Bicep Curl,biceps_brachii,primary
Cable Lying Bicep Curl,forearms,secondary
Cable Lying Close-grip Curl,biceps_brachii,primary
Cable Lying Close-grip Curl,forearms,secondary
Cable Lying Extension Pullover (with Rope Attachment),latissimus_dorsi,primary
Cable Lying Extension Pullover (with Rope Attachment),triceps_brachii,secondary
Cable Lying Extension Pullover (with Rope Attachment),lateral_deltoid,secondary
Cable Lying Fly,pectoralis_major,primary
Cable Lying Fly,lateral_deltoid,secondary
Cable Lying Fly,triceps_brachii,secondary
Cable Lying Triceps Extension V. 2,triceps_brachii,primary
Cable Lying Triceps Extension V. 2,lateral_deltoid,secondary
Cable Middle Fly,pectoralis_major,primary
Cable Middle Fly,lateral_deltoid,secondary
Cable Middle Fly,triceps_brachii,secondary
Cable One Arm Bent Over Row,trapezius,primary
Cable One Arm Bent Over Row,biceps_brachii,secondary
Cable One Arm Bent Over Row,forearms,secondary
Cable One Arm Curl,biceps_brachii,primary
Cable One Arm Curl,forearms,secondary
Cable One Arm Decline Chest Fly,pectoralis_major,primary
Cable One Arm Decline Chest Fly,anterior_deltoid,secondary
Cable One Arm Decline Chest Fly,triceps_brachii,secondary
Cable One Arm Fly On Exercise Ball,pectoralis_major,primary
Cable One Arm Fly On Exercise Ball,lateral_deltoid,secondary
Cable One Arm Fly On Exercise Ball,triceps_brachii,secondary
Cable One Arm Incline Fly On Exercise Ball,pectoralis_major,primary
Cable One Arm Incline Fly On Exercise Ball,lateral_deltoid,secondary
Cable One Arm Incline Fly On Exercise Ball,triceps_brachii,secondary
Cable One Arm Incline Press,pectoralis_major,primary
Cable One Arm Incline Press,anterior_deltoid,secondary
Cable One Arm Incline Press,triceps_brachii,secondary
Cable One Arm Incline Press On Exercise Ball,pectoralis_major,primary
Cable One Arm Incline Press On Exercise Ball,anterior_deltoid,secondary
Cable One Arm Incline Press On Exercise Ball,triceps_brachii,secondary
Cable One Arm Lateral Bent-over,pectoralis_major,primary
Cable One Arm Lateral Bent-over,posterior_deltoid,secondary
Cable One Arm Lateral Bent-over,trapezius,secondary
Cable One Arm Lateral Raise,lateral_deltoid,primary
Cable One Arm Lateral Raise,trapezius,secondary
Cable One Arm Lateral Raise,triceps_brachii,secondary
Cable One Arm Preacher Curl,biceps_brachii,primary
Cable One Arm Preacher Curl,forearms,secondary
Cable One Arm Press On Exercise Ball,pectoralis_major,primary
Cable One Arm Press On Exercise Ball,anterior_deltoid,secondary
Cable One Arm Press On Exercise Ball,triceps_brachii,secondary
Cable One Arm Pulldown,latissimus_dorsi,primary
Cable One Arm Pulldown,biceps_brachii,secondary
Cable One Arm Pulldown,forearms,secondary
Cable One Arm Reverse Preacher Curl,biceps_brachii,primary
Cable One Arm Reverse Preacher Curl,forearms,secondary
Cable One Arm Straight Back High Row (kneeling),trapezius,primary
Cable One Arm Straight Back High Row (kneeling),biceps_brachii,secondary
Cable One Arm Straight Back High Row (kneeling),lateral_deltoid,secondary
Cable One Arm Tricep Pushdown,triceps_brachii,primary
Cable One Arm Tricep Pushdown,forearms,secondary
Cable Overhead Curl,biceps_brachii,primary
Cable Overhead Curl,forearms,secondary
Cable Overhead Curl,anterior_deltoid,secondary
Cable Overhead Curl On Exercise Ball,biceps_brachii,primary
Cable Overhead Curl On Exercise Ball,forearms,secondary
Cable Overhead Curl On Exercise Ball,anterior_deltoid,secondary
Cable Overhead Triceps Extension (rope Attachment),triceps_brachii,primary
Cable Overhead Triceps Extension (rope Attachment),anterior_deltoid,secondary
Cable Palm Rotational Row,trapezius,primary
Cable Palm Rotational Row,biceps_brachii,secondary
Cable Palm Rotational Row,forearms,secondary
Cable Preacher Curl,biceps_brachii,primary
Cable Preacher Curl,forearms,secondary
Cable Press On Exercise Ball,pectoralis_major,primary
Cable Press On Exercise Ball,anterior_deltoid,secondary
Cable Press On Exercise Ball,triceps_brachii,secondary
Cable Pull Through (with Rope),gluteus_maximus,primary
Cable Pull Through (with Rope),hamstrings,secondary
Cable Pull Through (with Rope),erector_spinae,secondary
Cable Pulldown,latissimus_dorsi,primary
Cable Pulldown,biceps_brachii,secondary
Cable Pulldown,forearms,secondary
Cable Pulldown (pro Lat Bar),latissimus_dorsi,primary
Cable Pulldown (pro Lat Bar),biceps_brachii,secondary
Cable Pulldown (pro Lat Bar),forearms,secondary
Cable Pulldown Bicep Curl,biceps_brachii,primary
Cable Pulldown Bicep Curl,forearms,secondary
Cable Pushdown,triceps_brachii,primary
Cable Pushdown,forearms,secondary
Cable Pushdown (straight Arm) V. 2,latissimus_dorsi,primary
Cable Pushdown (straight Arm) V. 2,triceps_brachii,secondary
Cable Pushdown (straight Arm) V. 2,lateral_deltoid,secondary
Cable Pushdown (with Rope Attachment),triceps_brachii,primary
Cable Pushdown (with Rope Attachment),forearms,secondary
Cable Rear Delt Row (stirrups),posterior_deltoid,primary
Cable Rear Delt Row (stirrups),trapezius,secondary
Cable Rear Delt Row (stirrups),rhomboids,secondary
Cable Rear Delt Row (stirrups),biceps_brachii,secondary
Cable Rear Delt Row (with Rope),posterior_deltoid,primary
Cable Rear Delt Row (with Rope),trapezius,secondary
Cable Rear Delt Row (with Rope),rhomboids,secondary
Cable Rear Delt Row (with Rope),biceps_brachii,secondary
Cable Rear Drive,triceps_brachii,primary
Cable Rear Drive,posterior_deltoid,secondary
Cable Rear Drive,latissimus_dorsi,secondary
Cable Rear Pulldown,latissimus_dorsi,primary
Cable Rear Pulldown,biceps_brachii,secondary
Cable Rear Pulldown,rhomboids,secondary
Cable Rear Pulldown,posterior_deltoid,secondary
Cable Reverse Crunch,rectus_abdominis,primary
Cable Reverse Crunch,hip_flexors,secondary
Cable Reverse Curl,biceps_brachii,primary
Cable Reverse Curl,forearms,secondary
Cable Reverse Grip Triceps Pushdown (sz-bar) (with Arm Blaster),triceps_brachii,primary
Cable Reverse Grip Triceps Pushdown (sz-bar) (with Arm Blaster),forearms,secondary
Cable Reverse One Arm Curl,biceps_brachii,primary
Cable Reverse One Arm Curl,forearms,secondary
Cable Reverse Preacher Curl,biceps_brachii,primary
Cable Reverse Preacher Curl,forearms,secondary
Cable Reverse Wrist Curl,forearms,primary
Cable Reverse-grip Pushdown,triceps_brachii,primary
Cable Reverse-grip Pushdown,forearms,secondary
Cable Reverse-grip Straight Back Seated High Row,trapezius,primary
Cable Reverse-grip Straight Back Seated High Row,biceps_brachii,secondary
Cable Reverse-grip Straight Back Seated High Row,forearms,secondary
Cable Rope Crossover Seated Row,trapezius,primary
Cable Rope Crossover Seated Row,biceps_brachii,secondary
Cable Rope Crossover Seated Row,forearms,secondary
Cable Rope Elevated Seated Row,trapezius,primary
Cable Rope Elevated Seated Row,biceps_brachii,secondary
Cable Rope Elevated Seated Row,forearms,secondary
Cable Rope Extension Incline Bench Row,trapezius,primary
Cable Rope Extension Incline Bench Row,biceps_brachii,secondary
Cable Rope Extension Incline Bench Row,anterior_deltoid,secondary
Cable Rope Hammer Preacher Curl,biceps_brachii,primary
Cable Rope Hammer Preacher Curl,forearms,secondary
Cable Rope High Pulley Overhead Tricep Extension,triceps_brachii,primary
Cable Rope High Pulley Overhead Tricep Extension,anterior_deltoid,secondary
Cable Rope Incline Tricep Extension,triceps_brachii,primary
Cable Rope Incline Tricep Extension,lateral_deltoid,secondary
Cable Rope Lying On Floor Tricep Extension,triceps_brachii,primary
Cable Rope Lying On Floor Tricep Extension,lateral_deltoid,secondary
Cable Rope One Arm Hammer Preacher Curl,biceps_brachii,primary
Cable Rope One Arm Hammer Preacher Curl,forearms,secondary
Cable Rope Seated Row,trapezius,primary
Cable Rope Seated Row,biceps_brachii,secondary
Cable Rope Seated Row,forearms,secondary
Cable Russian Twists (on Stability Ball),rectus_abdominis,primary
Cable Russian Twists (on Stability Ball),obliques,secondary
Cable Russian Twists (on Stability Ball),erector_spinae,secondary
Cable Seated Chest Press,pectoralis_major,primary
Cable Seated Chest Press,anterior_deltoid,secondary
Cable Seated Chest Press,triceps_brachii,secondary
Cable Seated Crunch,rectus_abdominis,primary
Cable Seated Crunch,obliques,secondary
Cable Seated Curl,biceps_brachii,primary
Cable Seated Curl,forearms,secondary
Cable Seated High Row (v-bar),latissimus_dorsi,primary
Cable Seated High Row (v-bar),biceps_brachii,secondary
Cable Seated High Row (v-bar),rhomboids,secondary
Cable Seated High Row (v-bar),posterior_deltoid,secondary
Cable Seated One Arm Alternate Row,trapezius,primary
Cable Seated One Arm Alternate Row,biceps_brachii,secondary
Cable Seated One Arm Alternate Row,forearms,secondary
Cable Seated One Arm Concentration Curl,biceps_brachii,primary
Cable Seated One Arm Concentration Curl,forearms,secondary
Cable Seated Overhead Curl,biceps_brachii,primary
Cable Seated Overhead Curl,forearms,secondary
Cable Seated Overhead Curl,anterior_deltoid,secondary
Cable Seated Rear Lateral Raise,posterior_deltoid,primary
Cable Seated Rear Lateral Raise,trapezius,secondary
Cable Seated Rear Lateral Raise,rhomboids,secondary
Cable Seated Row,trapezius,primary
Cable Seated Row,biceps_brachii,secondary
Cable Seated Row,forearms,secondary
Cable Seated Shoulder Internal Rotation,lateral_deltoid,primary
Cable Seated Shoulder Internal Rotation,rotator_cuff,secondary
Cable Seated Shoulder Internal Rotation,triceps_brachii,secondary
Cable Seated Twist,rectus_abdominis,primary
Cable Seated Twist,obliques,secondary
Cable Seated Wide-grip Row,trapezius,primary
Cable Seated Wide-grip Row,biceps_brachii,secondary
Cable Seated Wide-grip Row,forearms,secondary
Cable Shoulder Press,anterior_deltoid,primary
Cable Shoulder Press,triceps_brachii,secondary
Cable Shoulder Press,trapezius,secondary
Cable Shrug,trapezius,primary
Cable Shrug,lateral_deltoid,secondary
Cable Side Bend,rectus_abdominis,primary
Cable Side Bend,obliques,secondary
Cable Side Bend Crunch (bosu Ball),rectus_abdominis,primary
Cable Side Bend Crunch (bosu Ball),obliques,secondary
Cable Side Crunch,rectus_abdominis,primary
Cable Side Crunch,obliques,secondary
Cable Squat Row (with Rope Attachment),latissimus_dorsi,primary
Cable Squat Row (with Rope Attachment),biceps_brachii,secondary
Cable Squat Row (with Rope Attachment),rhomboids,secondary
Cable Squat Row (with Rope Attachment),posterior_deltoid,secondary
Cable Squatting Curl,biceps_brachii,primary
Cable Squatting Curl,forearms,secondary
Cable Standing Back Wrist Curl,forearms,primary
Cable Standing Back Wrist Curl,biceps_brachii,secondary
Cable Standing Back Wrist Curl,brachialis,secondary
Cable Standing Calf Raise,calves,primary
Cable Standing Calf Raise,hamstrings,secondary
Cable Standing Calf Raise,gluteus_maximus,secondary
Cable Standing Cross-over High Reverse Fly,posterior_deltoid,primary
Cable Standing Cross-over High Reverse Fly,trapezius,secondary
Cable Standing Cross-over High Reverse Fly,rhomboids,secondary
Cable Standing Crunch,rectus_abdominis,primary
Cable Standing Crunch,obliques,secondary
Cable Standing Crunch (with Rope Attachment),rectus_abdominis,primary
Cable Standing Crunch (with Rope Attachment),obliques,secondary
Cable Standing Fly,pectoralis_major,primary
Cable Standing Fly,lateral_deltoid,secondary
Cable Standing Fly,triceps_brachii,secondary
Cable Standing Hip Extension,gluteus_maximus,primary
Cable Standing Hip Extension,hamstrings,secondary
Cable Standing Hip Extension,quadriceps,secondary
Cable Standing Inner Curl,biceps_brachii,primary
Cable Standing Inner Curl,forearms,secondary
Cable Standing Lift,rectus_abdominis,primary
Cable Standing Lift,obliques,secondary
Cable Standing Lift,erector_spinae,secondary
Cable Standing One Arm Triceps Extension,triceps_brachii,primary
Cable Standing One Arm Triceps Extension,lateral_deltoid,secondary
Cable Standing One Leg Calf Raise,calves,primary
Cable Standing Pulldown (with Rope),biceps_brachii,primary
Cable Standing Pulldown (with Rope),forearms,secondary
Cable Standing Pulldown (with Rope),lateral_deltoid,secondary
Cable Standing Rear Delt Row (with Rope),posterior_deltoid,primary
Cable Standing Rear Delt Row (with Rope),trapezius,secondary
Cable Standing Rear Delt Row (with Rope),rhomboids,secondary
Cable Standing Rear Delt Row (with Rope),biceps_brachii,secondary
Cable Standing Reverse Grip One Arm Overhead Tricep Extension,triceps_brachii,primary
Cable Standing Reverse Grip One Arm Overhead Tricep Extension,posterior_deltoid,secondary
Cable Standing Row (v-bar),trapezius,primary
Cable Standing Row (v-bar),biceps_brachii,secondary
Cable Standing Row (v-bar),lateral_deltoid,secondary
Cable Standing Shoulder External Rotation,lateral_deltoid,primary
Cable Standing Shoulder External Rotation,rotator_cuff,secondary
Cable Standing Shoulder External Rotation,trapezius,secondary
Cable Standing Twist Row (v-bar),trapezius,primary
Cable Standing Twist Row (v-bar),biceps_brachii,secondary
Cable Standing Twist Row (v-bar),lateral_deltoid,secondary
Cable Standing Up Straight Crossovers,pectoralis_major,primary
Cable Standing Up Straight Crossovers,lateral_deltoid,secondary
Cable Standing Up Straight Crossovers,triceps_brachii,secondary
Cable Straight Arm Pulldown,latissimus_dorsi,primary
Cable Straight Arm Pulldown,lateral_deltoid,secondary
Cable Straight Arm Pulldown,biceps_brachii,secondary
Cable Straight Arm Pulldown (with Rope),latissimus_dorsi,primary
Cable Straight Arm Pulldown (with Rope),biceps_brachii,secondary
Cable Straight Arm Pulldown (with Rope),forearms,secondary
Cable Straight Back Seated Row,trapezius,primary
Cable Straight Back Seated Row,biceps_brachii,secondary
Cable Straight Back Seated Row,forearms,secondary
Cable Straight Back Seated Row,lateral_deltoid,secondary
Cable Supine Reverse Fly,posterior_deltoid,primary
Cable Supine Reverse Fly,trapezius,secondary
Cable Supine Reverse Fly,rhomboids,secondary
Cable Thibaudeau Kayak Row,latissimus_dorsi,primary
Cable Thibaudeau Kayak Row,biceps_brachii,secondary
Cable Thibaudeau Kayak Row,rhomboids,secondary
Cable Thibaudeau Kayak Row,posterior_deltoid,secondary
Cable Triceps Pushdown (v-bar),triceps_brachii,primary
Cable Triceps Pushdown (v-bar),forearms,secondary
Cable Triceps Pushdown (v-bar) (with Arm Blaster),triceps_brachii,primary
Cable Triceps Pushdown (v-bar) (with Arm Blaster),forearms,secondary
Cable Tuck Reverse Crunch,rectus_abdominis,primary
Cable Tuck Reverse Crunch,hip_flexors,secondary
Cable Twist,rectus_abdominis,primary
Cable Twist,obliques,secondary
Cable Twist (up-down),rectus_abdominis,primary
Cable Twist (up-down),obliques,secondary
Cable Twist (up-down),erector_spinae,secondary
Cable Twisting Pull,latissimus_dorsi,primary
Cable Twisting Pull,lateral_deltoid,secondary
Cable Twisting Pull,biceps_brachii,secondary
Cable Two Arm Curl On Incline Bench,biceps_brachii,primary
Cable Two Arm Curl On Incline Bench,forearms,secondary
Cable Two Arm Tricep Kickback,triceps_brachii,primary
Cable Two Arm Tricep Kickback,lateral_deltoid,secondary
Cable Underhand Pulldown,latissimus_dorsi,primary
Cable Underhand Pulldown,biceps_brachii,secondary
Cable Underhand Pulldown,forearms,secondary
Cable Upper Chest Crossovers,pectoralis_major,primary
Cable Upper Chest Crossovers,anterior_deltoid,secondary
Cable Upper Chest Crossovers,triceps_brachii,secondary
Cable Upper Row,trapezius,primary
Cable Upper Row,biceps_brachii,secondary
Cable Upper Row,lateral_deltoid,secondary
Cable Upright Row,lateral_deltoid,primary
Cable Upright Row,trapezius,secondary
Cable Upright Row,biceps_brachii,secondary
Cable Wide Grip Rear Pulldown Behind Neck,latissimus_dorsi,primary
Cable Wide Grip Rear Pulldown Behind Neck,biceps_brachii,secondary
Cable Wide Grip Rear Pulldown Behind Neck,rhomboids,secondary
Cable Wide Grip Rear Pulldown Behind Neck,posterior_deltoid,secondary
Cable Wrist Curl,forearms,primary
Cable Wrist Curl,biceps_brachii,secondary
Cable Wrist Curl,brachialis,secondary
Calf Push Stretch With Hands Against Wall,calves,primary
Calf Push Stretch With Hands Against Wall,hamstrings,secondary
Calf Stretch With Hands Against Wall,calves,primary
Calf Stretch With Hands Against Wall,hamstrings,secondary
Calf Stretch With Rope,calves,primary
Calf Stretch With Rope,hamstrings,secondary
Cambered Bar Lying Row,trapezius,primary
Cambered Bar Lying Row,biceps_brachii,secondary
Cambered Bar Lying Row,forearms,secondary
Captains Chair Straight Leg Raise,rectus_abdominis,primary
Captains Chair Straight Leg Raise,hip_flexors,secondary
Chair Leg Extended Stretch,quadriceps,primary
Chair Leg Extended Stretch,hamstrings,secondary
Chair Leg Extended Stretch,calves,secondary
Chest And Front Of Shoulder Stretch,pectoralis_major,primary
Chest And Front Of Shoulder Stretch,anterior_deltoid,secondary
Chest Dip,pectoralis_major,primary
Chest Dip,triceps_brachii,secondary
Chest Dip,anterior_deltoid,secondary
Chest Dip (on Dip-pull-up Cage),pectoralis_major,primary
Chest Dip (on Dip-pull-up Cage),triceps_brachii,secondary
Chest Dip (on Dip-pull-up Cage),anterior_deltoid,secondary
Chest Dip On Straight Bar,pectoralis_major,primary
Chest Dip On Straight Bar,triceps_brachii,secondary
Chest Dip On Straight Bar,anterior_deltoid,secondary
Chest Stretch With Exercise Ball,pectoralis_major,primary
Chest Stretch With Exercise Ball,anterior_deltoid,secondary
Chest Stretch With Exercise Ball,triceps_brachii,secondary
Chest Tap Push-up (male),pectoralis_major,primary
Chest Tap Push-up (male),triceps_brachii,secondary
Chest Tap Push-up (male),anterior_deltoid,secondary
Chin-up,latissimus_dorsi,primary
Chin-up,biceps_brachii,secondary
Chin-up,forearms,secondary
Chin-ups (narrow Parallel Grip),trapezius,primary
Chin-ups (narrow Parallel Grip),biceps_brachii,secondary
Chin-ups (narrow Parallel Grip),forearms,secondary
Circles Knee Stretch,calves,primary
Circles Knee Stretch,hamstrings,secondary
Circles Knee Stretch,quadriceps,secondary
Clap Push Up,pectoralis_major,primary
Clap Push Up,triceps_brachii,secondary
Clap Push Up,anterior_deltoid,secondary
Clock Push-up,pectoralis_major,primary
Clock Push-up,triceps_brachii,secondary
Clock Push-up,anterior_deltoid,secondary
Clock Push-up,rectus_abdominis,secondary
Close Grip Chin-up,latissimus_dorsi,primary
Close Grip Chin-up,biceps_brachii,secondary
Close Grip Chin-up,forearms,secondary
Close-grip Push-up,triceps_brachii,primary
Close-grip Push-up,pectoralis_major,secondary
Close-grip Push-up,anterior_deltoid,secondary
Close-grip Push-up (on Knees),triceps_brachii,primary
Close-grip Push-up (on Knees),pectoralis_major,secondary
Close-grip Push-up (on Knees),anterior_deltoid,secondary
Cocoons,rectus_abdominis,primary
Cocoons,hip_flexors,secondary
Cocoons,erector_spinae,secondary
Crab Twist Toe Touch,rectus_abdominis,primary
Crab Twist Toe Touch,obliques,secondary
Crab Twist Toe Touch,hip_flexors,secondary
Cross Body Crunch,rectus_abdominis,primary
Cross Body Crunch,obliques,secondary
Crunch (hands Overhead),rectus_abdominis,primary
Crunch (hands Overhead),hip_flexors,secondary
"Crunch (on Stability Ball, Arms Straight)",rectus_abdominis,primary
"Crunch (on Stability Ball, Arms Straight)",hip_flexors,secondary
Crunch (on Stability Ball),rectus_abdominis,primary
Crunch (on Stability Ball),hip_flexors,secondary
Crunch Floor,rectus_abdominis,primary
Crunch Floor,hip_flexors,secondary
Curl-up,rectus_abdominis,primary
Curl-up,hip_flexors,secondary
Curtsey Squat,gluteus_maximus,primary
Curtsey Squat,quadriceps,secondary
Curtsey Squat,hamstrings,secondary
Curtsey Squat,calves,secondary
Dead Bug,rectus_abdominis,primary
Dead Bug,hip_flexors,secondary
Dead Bug,erector_spinae,secondary
Decline Crunch,rectus_abdominis,primary
Decline Crunch,hip_flexors,secondary
Decline Push-up,pectoralis_major,primary
Decline Push-up,triceps_brachii,secondary
Decline Push-up,anterior_deltoid,secondary
Decline Sit-up,rectus_abdominis,primary
Decline Sit-up,hip_flexors,secondary
Decline Sit-up,erector_spinae,secondary
Deep Push Up,pectoralis_major,primary
Deep Push Up,triceps_brachii,secondary
Deep Push Up,anterior_deltoid,secondary
Diamond Push-up,triceps_brachii,primary
Diamond Push-up,pectoralis_major,secondary
Diamond Push-up,anterior_deltoid,secondary
Donkey Calf Raise,calves,primary
Donkey Calf Raise,hamstrings,secondary
Donkey Calf Raise,gluteus_maximus,secondary
Drop Push Up,pectoralis_major,primary
Drop Push Up,triceps_brachii,secondary
Drop Push Up,anterior_deltoid,secondary
Dumbbell Alternate Biceps Curl,biceps_brachii,primary
Dumbbell Alternate Biceps Curl,forearms,secondary
Dumbbell Alternate Biceps Curl (with Arm Blaster),biceps_brachii,primary
Dumbbell Alternate Biceps Curl (with Arm Blaster),forearms,secondary
Dumbbell Alternate Hammer Preacher Curl,biceps_brachii,primary
Dumbbell Alternate Hammer Preacher Curl,forearms,secondary
Dumbbell Alternate Preacher Curl,biceps_brachii,primary
Dumbbell Alternate Preacher Curl,forearms,secondary
Dumbbell Alternate Seated Hammer Curl,biceps_brachii,primary
Dumbbell Alternate Seated Hammer Curl,forearms,secondary
Dumbbell Alternate Side Press,anterior_deltoid,primary
Dumbbell Alternate Side Press,triceps_brachii,secondary
Dumbbell Alternate Side Press,rectus_abdominis,secondary
Dumbbell Alternating Bicep Curl With Leg Raised On Exercise Ball,biceps_brachii,primary
Dumbbell Alternating Bicep Curl With Leg Raised On Exercise Ball,forearms,secondary
Dumbbell Alternating Bicep Curl With Leg Raised On Exercise Ball,lateral_deltoid,secondary
Dumbbell Alternating Seated Bicep Curl On Exercise Ball,biceps_brachii,primary
Dumbbell Alternating Seated Bicep Curl On Exercise Ball,forearms,secondary
Dumbbell Arnold Press,anterior_deltoid,primary
Dumbbell Arnold Press,triceps_brachii,secondary
Dumbbell Arnold Press,pectoralis_major,secondary
Dumbbell Arnold Press V. 2,anterior_deltoid,primary
Dumbbell Arnold Press V. 2,triceps_brachii,secondary
Dumbbell Arnold Press V. 2,pectoralis_major,secondary
Dumbbell Around Pullover,pectoralis_major,primary
Dumbbell Around Pullover,triceps_brachii,secondary
Dumbbell Around Pullover,latissimus_dorsi,secondary
Dumbbell Bench Press,pectoralis_major,primary
Dumbbell Bench Press,triceps_brachii,secondary
Dumbbell Bench Press,anterior_deltoid,secondary
Dumbbell Bench Seated Press,anterior_deltoid,primary
Dumbbell Bench Seated Press,triceps_brachii,secondary
Dumbbell Bench Seated Press,pectoralis_major,secondary
Dumbbell Bench Squat,gluteus_maximus,primary
Dumbbell Bench Squat,quadriceps,secondary
Dumbbell Bench Squat,hamstrings,secondary
Dumbbell Bench Squat,calves,secondary
Dumbbell Bent Over Row,trapezius,primary
Dumbbell Bent Over Row,biceps_brachii,secondary
Dumbbell Bent Over Row,forearms,secondary
Dumbbell Bicep Curl Lunge With Bowling Motion,biceps_brachii,primary
Dumbbell Bicep Curl Lunge With Bowling Motion,forearms,secondary
Dumbbell Bicep Curl Lunge With Bowling Motion,lateral_deltoid,secondary
Dumbbell Bicep Curl On Exercise Ball With Leg Raised,biceps_brachii,primary
Dumbbell Bicep Curl On Exercise Ball With Leg Raised,forearms,secondary
Dumbbell Bicep Curl On Exercise Ball With Leg Raised,lateral_deltoid,secondary
Dumbbell Bicep Curl With Stork Stance,biceps_brachii,primary
Dumbbell Bicep Curl With Stork Stance,forearms,secondary
Dumbbell Biceps Curl,biceps_brachii,primary
Dumbbell Biceps Curl,forearms,secondary
Dumbbell Biceps Curl (with Arm Blaster),biceps_brachii,primary
Dumbbell Biceps Curl (with Arm Blaster),forearms,secondary
Dumbbell Biceps Curl Reverse,biceps_brachii,primary
Dumbbell Biceps Curl Reverse,forearms,secondary
Dumbbell Biceps Curl Squat,biceps_brachii,primary
Dumbbell Biceps Curl Squat,forearms,secondary
Dumbbell Biceps Curl V Sit On Bosu Ball,biceps_brachii,primary
Dumbbell Biceps Curl V Sit On Bosu Ball,forearms,secondary
Dumbbell Biceps Curl V Sit On Bosu Ball,lateral_deltoid,secondary
Dumbbell Clean,gluteus_maximus,primary
Dumbbell Clean,hamstrings,secondary
Dumbbell Clean,quadriceps,secondary
Dumbbell Clean,calves,secondary
Dumbbell Close Grip Press,triceps_brachii,primary
Dumbbell Close Grip Press,pectoralis_major,secondary
Dumbbell Close Grip Press,anterior_deltoid,secondary
Dumbbell Close-grip Press,triceps_brachii,primary
Dumbbell Close-grip Press,pectoralis_major,secondary
Dumbbell Close-grip Press,anterior_deltoid,secondary
Dumbbell Concentration Curl,biceps_brachii,primary
Dumbbell Concentration Curl,forearms,secondary
Dumbbell Contralateral Forward Lunge,gluteus_maximus,primary
Dumbbell Contralateral Forward Lunge,quadriceps,secondary
Dumbbell Contralateral Forward Lunge,hamstrings,secondary
Dumbbell Contralateral Forward Lunge,calves,secondary
Dumbbell Cross Body Hammer Curl,biceps_brachii,primary
Dumbbell Cross Body Hammer Curl,forearms,secondary
Dumbbell Cross Body Hammer Curl V. 2,biceps_brachii,primary
Dumbbell Cross Body Hammer Curl V. 2,forearms,secondary
Dumbbell Cuban Press,anterior_deltoid,primary
Dumbbell Cuban Press,triceps_brachii,secondary
Dumbbell Cuban Press,trapezius,secondary
Dumbbell Cuban Press V. 2,anterior_deltoid,primary
Dumbbell Cuban Press V. 2,triceps_brachii,secondary
Dumbbell Cuban Press V. 2,trapezius,secondary
Dumbbell Deadlift,gluteus_maximus,primary
Dumbbell Deadlift,hamstrings,secondary
Dumbbell Deadlift,erector_spinae,secondary
Dumbbell Decline Bench Press,pectoralis_major,primary
Dumbbell Decline Bench Press,triceps_brachii,secondary
Dumbbell Decline Bench Press,anterior_deltoid,secondary
Dumbbell Decline Fly,pectoralis_major,primary
Dumbbell Decline Fly,lateral_deltoid,secondary
Dumbbell Decline Hammer Press,pectoralis_major,primary
Dumbbell Decline Hammer Press,triceps_brachii,secondary
Dumbbell Decline Hammer Press,anterior_deltoid,secondary
Dumbbell Decline One Arm Fly,pectoralis_major,primary
Dumbbell Decline One Arm Fly,lateral_deltoid,secondary
Dumbbell Decline One Arm Hammer Press,triceps_brachii,primary
Dumbbell Decline One Arm Hammer Press,pectoralis_major,secondary
Dumbbell Decline One Arm Hammer Press,anterior_deltoid,secondary
Dumbbell Decline Shrug,trapezius,primary
Dumbbell Decline Shrug,lateral_deltoid,secondary
Dumbbell Decline Shrug,rhomboids,secondary
Dumbbell Decline Shrug V. 2,trapezius,primary
Dumbbell Decline Shrug V. 2,lateral_deltoid,secondary
Dumbbell Decline Shrug V. 2,rhomboids,secondary
Dumbbell Decline Triceps Extension,triceps_brachii,primary
Dumbbell Decline Triceps Extension,lateral_deltoid,secondary
Dumbbell Decline Twist Fly,pectoralis_major,primary
Dumbbell Decline Twist Fly,lateral_deltoid,secondary
Dumbbell Decline Twist Fly,triceps_brachii,secondary
Dumbbell Finger Curls,forearms,primary
Dumbbell Fly On Exercise Ball,pectoralis_major,primary
Dumbbell Fly On Exercise Ball,lateral_deltoid,secondary
Dumbbell Fly On Exercise Ball,triceps_brachii,secondary
Dumbbell Forward Lunge Triceps Extension,triceps_brachii,primary
Dumbbell Forward Lunge Triceps Extension,lateral_deltoid,secondary
Dumbbell Forward Lunge Triceps Extension,rectus_abdominis,secondary
Dumbbell Front Raise,anterior_deltoid,primary
Dumbbell Front Raise,biceps_brachii,secondary
Dumbbell Front Raise,trapezius,secondary
Dumbbell Front Raise V. 2,anterior_deltoid,primary
Dumbbell Front Raise V. 2,trapezius,secondary
Dumbbell Front Raise V. 2,biceps_brachii,secondary
Dumbbell Full Can Lateral Raise,lateral_deltoid,primary
Dumbbell Full Can Lateral Raise,trapezius,secondary
Dumbbell Full Can Lateral Raise,rotator_cuff,secondary
Dumbbell Goblet Squat,quadriceps,primary
Dumbbell Goblet Squat,gluteus_maximus,secondary
Dumbbell Goblet Squat,hamstrings,secondary
Dumbbell Goblet Squat,calves,secondary
Dumbbell Hammer Curl On Exercise Ball,biceps_brachii,primary
Dumbbell Hammer Curl On Exercise Ball,forearms,secondary
Dumbbell Hammer Curl V. 2,biceps_brachii,primary
Dumbbell Hammer Curl V. 2,forearms,secondary
